cellid,k,zone,a,Aquifer
21850,1,2,1,Weathered Zone
21851,1,2,1,Weathered Zone
21852,1,2,1,Weathered Zone
21853,1,2,1,Weathered Zone
21854,1,2,1,Weathered Zone
21855,1,2,1,Weathered Zone
21856,1,2,1,Weathered Zone
21857,1,2,1,Weathered Zone
21858,1,2,1,Weathered Zone
21859,1,2,1,Weathered Zone
21860,1,2,1,Weathered Zone
21861,1,2,1,Weathered Zone
21862,1,2,1,Weathered Zone
21863,1,2,1,Weathered Zone
21864,1,2,1,Weathered Zone
21865,1,2,1,Weathered Zone
21866,1,2,1,Weathered Zone
21867,1,2,1,Weathered Zone
21893,1,2,1,Weathered Zone
21894,1,2,1,Weathered Zone
21895,1,2,1,Weathered Zone
21896,1,2,1,Weathered Zone
21897,1,2,1,Weathered Zone
21898,1,2,1,Weathered Zone
21899,1,2,1,Weathered Zone
21900,1,2,1,Weathered Zone
21901,1,2,1,Weathered Zone
21929,1,2,1,Weathered Zone
21930,1,2,1,Weathered Zone
21931,1,2,1,Weathered Zone
21932,1,2,1,Weathered Zone
21933,1,2,1,Weathered Zone
21934,1,2,1,Weathered Zone
21935,1,2,1,Weathered Zone
21936,1,2,1,Weathered Zone
21937,1,2,1,Weathered Zone
21938,1,2,1,Weathered Zone
21939,1,2,1,Weathered Zone
21940,1,2,1,Weathered Zone
21941,1,2,1,Weathered Zone
21942,1,2,1,Weathered Zone
21943,1,2,1,Weathered Zone
21944,1,2,1,Weathered Zone
21945,1,3,1,Alluvium
21946,1,2,1,Weathered Zone
21947,1,2,1,Weathered Zone
21948,1,2,1,Weathered Zone
21949,1,2,1,Weathered Zone
21950,1,2,1,Weathered Zone
21951,1,2,1,Weathered Zone
21952,1,2,1,Weathered Zone
21953,1,2,1,Weathered Zone
21954,1,2,1,Weathered Zone
21955,1,2,1,Weathered Zone
21956,1,2,1,Weathered Zone
21957,1,2,1,Weathered Zone
21958,1,2,1,Weathered Zone
21959,1,2,1,Weathered Zone
21960,1,2,1,Weathered Zone
21961,1,2,1,Weathered Zone
21962,1,2,1,Weathered Zone
21963,1,2,1,Weathered Zone
21964,1,2,1,Weathered Zone
21965,1,2,1,Weathered Zone
21966,1,2,1,Weathered Zone
21967,1,2,1,Weathered Zone
21968,1,2,1,Weathered Zone
21969,1,2,1,Weathered Zone
21970,1,2,1,Weathered Zone
21971,1,2,1,Weathered Zone
21972,1,2,1,Weathered Zone
21973,1,2,1,Weathered Zone
21974,1,2,1,Weathered Zone
21975,1,2,1,Weathered Zone
21976,1,2,1,Weathered Zone
21977,1,2,1,Weathered Zone
21978,1,2,1,Weathered Zone
21979,1,2,1,Weathered Zone
21980,1,2,1,Weathered Zone
21981,1,2,1,Weathered Zone
21982,1,2,1,Weathered Zone
21983,1,2,1,Weathered Zone
21984,1,2,1,Weathered Zone
21985,1,2,1,Weathered Zone
21986,1,2,1,Weathered Zone
21987,1,2,1,Weathered Zone
21988,1,2,1,Weathered Zone
21989,1,2,1,Weathered Zone
21990,1,2,1,Weathered Zone
21991,1,2,1,Weathered Zone
21992,1,2,1,Weathered Zone
21993,1,2,1,Weathered Zone
21994,1,2,1,Weathered Zone
21995,1,2,1,Weathered Zone
21996,1,2,1,Weathered Zone
21997,1,2,1,Weathered Zone
21998,1,2,1,Weathered Zone
21999,1,2,1,Weathered Zone
22000,1,2,1,Weathered Zone
22001,1,2,1,Weathered Zone
22002,1,2,1,Weathered Zone
22003,1,2,1,Weathered Zone
22004,1,2,1,Weathered Zone
22005,1,2,1,Weathered Zone
22006,1,1,1,Fractured zone
22007,1,1,1,Fractured zone
22008,1,1,1,Fractured zone
22009,1,1,1,Fractured zone
22010,1,1,1,Fractured zone
22011,1,1,1,Fractured zone
22012,1,1,1,Fractured zone
22013,1,2,1,Weathered Zone
22014,1,2,1,Weathered Zone
22015,1,2,1,Weathered Zone
22016,1,2,1,Weathered Zone
22017,1,2,1,Weathered Zone
22018,1,2,1,Weathered Zone
22019,1,2,1,Weathered Zone
22020,1,2,1,Weathered Zone
22021,1,2,1,Weathered Zone
22022,1,2,1,Weathered Zone
22023,1,2,1,Weathered Zone
22024,1,2,1,Weathered Zone
22025,1,2,1,Weathered Zone
22026,1,2,1,Weathered Zone
22027,1,2,1,Weathered Zone
22028,1,2,1,Weathered Zone
22029,1,2,1,Weathered Zone
22030,1,2,1,Weathered Zone
22033,1,2,1,Weathered Zone
22059,1,2,1,Weathered Zone
22060,1,2,1,Weathered Zone
22061,1,2,1,Weathered Zone
22062,1,2,1,Weathered Zone
22063,1,2,1,Weathered Zone
22064,1,2,1,Weathered Zone
22065,1,2,1,Weathered Zone
22095,1,2,1,Weathered Zone
22096,1,2,1,Weathered Zone
22097,1,2,1,Weathered Zone
22098,1,2,1,Weathered Zone
22099,1,2,1,Weathered Zone
22100,1,2,1,Weathered Zone
22101,1,2,1,Weathered Zone
22102,1,2,1,Weathered Zone
22103,1,2,1,Weathered Zone
22104,1,2,1,Weathered Zone
22105,1,2,1,Weathered Zone
22106,1,2,1,Weathered Zone
22107,1,2,1,Weathered Zone
22108,1,2,1,Weathered Zone
22109,1,2,1,Weathered Zone
22110,1,2,1,Weathered Zone
22111,1,3,1,Alluvium
22112,1,2,1,Weathered Zone
22113,1,2,1,Weathered Zone
22114,1,2,1,Weathered Zone
22115,1,2,1,Weathered Zone
22116,1,2,1,Weathered Zone
22117,1,2,1,Weathered Zone
22118,1,2,1,Weathered Zone
22119,1,2,1,Weathered Zone
22120,1,2,1,Weathered Zone
22121,1,2,1,Weathered Zone
22122,1,2,1,Weathered Zone
22123,1,2,1,Weathered Zone
22124,1,2,1,Weathered Zone
22125,1,2,1,Weathered Zone
22126,1,2,1,Weathered Zone
22127,1,2,1,Weathered Zone
22128,1,2,1,Weathered Zone
22129,1,2,1,Weathered Zone
22130,1,2,1,Weathered Zone
22131,1,2,1,Weathered Zone
22132,1,2,1,Weathered Zone
22133,1,2,1,Weathered Zone
22134,1,2,1,Weathered Zone
22135,1,2,1,Weathered Zone
22136,1,2,1,Weathered Zone
22137,1,2,1,Weathered Zone
22138,1,2,1,Weathered Zone
22139,1,2,1,Weathered Zone
22140,1,2,1,Weathered Zone
22141,1,2,1,Weathered Zone
22142,1,2,1,Weathered Zone
22143,1,2,1,Weathered Zone
22144,1,2,1,Weathered Zone
22145,1,2,1,Weathered Zone
22146,1,2,1,Weathered Zone
22147,1,2,1,Weathered Zone
22148,1,2,1,Weathered Zone
22149,1,2,1,Weathered Zone
22150,1,2,1,Weathered Zone
22151,1,2,1,Weathered Zone
22152,1,2,1,Weathered Zone
22153,1,2,1,Weathered Zone
22154,1,2,1,Weathered Zone
22155,1,2,1,Weathered Zone
22156,1,2,1,Weathered Zone
22157,1,2,1,Weathered Zone
22158,1,2,1,Weathered Zone
22159,1,2,1,Weathered Zone
22160,1,2,1,Weathered Zone
22161,1,2,1,Weathered Zone
22162,1,2,1,Weathered Zone
22163,1,2,1,Weathered Zone
22164,1,2,1,Weathered Zone
22165,1,2,1,Weathered Zone
22166,1,2,1,Weathered Zone
22167,1,2,1,Weathered Zone
22168,1,2,1,Weathered Zone
22169,1,2,1,Weathered Zone
22170,1,2,1,Weathered Zone
22171,1,2,1,Weathered Zone
22172,1,1,1,Fractured zone
22173,1,1,1,Fractured zone
22174,1,1,1,Fractured zone
22175,1,1,1,Fractured zone
22176,1,1,1,Fractured zone
22177,1,1,1,Fractured zone
22178,1,1,1,Fractured zone
22179,1,2,1,Weathered Zone
22180,1,2,1,Weathered Zone
22181,1,2,1,Weathered Zone
22182,1,2,1,Weathered Zone
22183,1,2,1,Weathered Zone
22184,1,2,1,Weathered Zone
22185,1,2,1,Weathered Zone
22186,1,2,1,Weathered Zone
22187,1,2,1,Weathered Zone
22188,1,2,1,Weathered Zone
22189,1,2,1,Weathered Zone
22190,1,2,1,Weathered Zone
22191,1,2,1,Weathered Zone
22192,1,2,1,Weathered Zone
22193,1,2,1,Weathered Zone
22194,1,2,1,Weathered Zone
22226,1,2,1,Weathered Zone
22227,1,2,1,Weathered Zone
22228,1,2,1,Weathered Zone
22229,1,2,1,Weathered Zone
22230,1,2,1,Weathered Zone
22261,1,2,1,Weathered Zone
22262,1,2,1,Weathered Zone
22263,1,2,1,Weathered Zone
22264,1,2,1,Weathered Zone
22265,1,2,1,Weathered Zone
22266,1,2,1,Weathered Zone
22267,1,2,1,Weathered Zone
22268,1,2,1,Weathered Zone
22269,1,2,1,Weathered Zone
22270,1,2,1,Weathered Zone
22271,1,2,1,Weathered Zone
22272,1,2,1,Weathered Zone
22273,1,2,1,Weathered Zone
22274,1,2,1,Weathered Zone
22275,1,2,1,Weathered Zone
22276,1,3,1,Alluvium
22277,1,2,1,Weathered Zone
22278,1,2,1,Weathered Zone
22279,1,2,1,Weathered Zone
22280,1,2,1,Weathered Zone
22281,1,2,1,Weathered Zone
22282,1,2,1,Weathered Zone
22283,1,2,1,Weathered Zone
22284,1,2,1,Weathered Zone
22285,1,2,1,Weathered Zone
22286,1,2,1,Weathered Zone
22287,1,2,1,Weathered Zone
22288,1,2,1,Weathered Zone
22289,1,2,1,Weathered Zone
22290,1,2,1,Weathered Zone
22291,1,2,1,Weathered Zone
22292,1,2,1,Weathered Zone
22293,1,2,1,Weathered Zone
22294,1,2,1,Weathered Zone
22295,1,2,1,Weathered Zone
22296,1,2,1,Weathered Zone
22297,1,2,1,Weathered Zone
22298,1,2,1,Weathered Zone
22299,1,2,1,Weathered Zone
22300,1,2,1,Weathered Zone
22301,1,2,1,Weathered Zone
22302,1,2,1,Weathered Zone
22303,1,2,1,Weathered Zone
22304,1,2,1,Weathered Zone
22305,1,2,1,Weathered Zone
22306,1,2,1,Weathered Zone
22307,1,2,1,Weathered Zone
22308,1,2,1,Weathered Zone
22309,1,2,1,Weathered Zone
22310,1,2,1,Weathered Zone
22311,1,2,1,Weathered Zone
22312,1,2,1,Weathered Zone
22313,1,2,1,Weathered Zone
22314,1,2,1,Weathered Zone
22315,1,2,1,Weathered Zone
22316,1,2,1,Weathered Zone
22317,1,2,1,Weathered Zone
22318,1,2,1,Weathered Zone
22319,1,2,1,Weathered Zone
22320,1,2,1,Weathered Zone
22321,1,2,1,Weathered Zone
22322,1,2,1,Weathered Zone
22323,1,2,1,Weathered Zone
22324,1,2,1,Weathered Zone
22325,1,2,1,Weathered Zone
22326,1,2,1,Weathered Zone
22327,1,2,1,Weathered Zone
22328,1,2,1,Weathered Zone
22329,1,2,1,Weathered Zone
22330,1,2,1,Weathered Zone
22331,1,2,1,Weathered Zone
22332,1,2,1,Weathered Zone
22333,1,2,1,Weathered Zone
22334,1,2,1,Weathered Zone
22335,1,2,1,Weathered Zone
22336,1,2,1,Weathered Zone
22337,1,2,1,Weathered Zone
22338,1,2,1,Weathered Zone
22339,1,1,1,Fractured zone
22340,1,1,1,Fractured zone
22341,1,1,1,Fractured zone
22342,1,1,1,Fractured zone
22343,1,1,1,Fractured zone
22344,1,1,1,Fractured zone
22345,1,2,1,Weathered Zone
22346,1,2,1,Weathered Zone
22347,1,2,1,Weathered Zone
22348,1,2,1,Weathered Zone
22349,1,2,1,Weathered Zone
22350,1,2,1,Weathered Zone
22351,1,2,1,Weathered Zone
22352,1,2,1,Weathered Zone
22353,1,2,1,Weathered Zone
22354,1,2,1,Weathered Zone
22355,1,2,1,Weathered Zone
22356,1,2,1,Weathered Zone
22357,1,2,1,Weathered Zone
22358,1,2,1,Weathered Zone
22359,1,2,1,Weathered Zone
22392,1,2,1,Weathered Zone
22393,1,2,1,Weathered Zone
22394,1,2,1,Weathered Zone
22395,1,2,1,Weathered Zone
22428,1,2,1,Weathered Zone
22429,1,2,1,Weathered Zone
22430,1,2,1,Weathered Zone
22431,1,2,1,Weathered Zone
22432,1,2,1,Weathered Zone
22433,1,2,1,Weathered Zone
22434,1,2,1,Weathered Zone
22435,1,2,1,Weathered Zone
22436,1,2,1,Weathered Zone
22437,1,2,1,Weathered Zone
22438,1,2,1,Weathered Zone
22439,1,2,1,Weathered Zone
22440,1,2,1,Weathered Zone
22441,1,3,1,Alluvium
22442,1,2,1,Weathered Zone
22443,1,2,1,Weathered Zone
22444,1,2,1,Weathered Zone
22445,1,2,1,Weathered Zone
22446,1,2,1,Weathered Zone
22447,1,2,1,Weathered Zone
22448,1,2,1,Weathered Zone
22449,1,2,1,Weathered Zone
22450,1,2,1,Weathered Zone
22451,1,2,1,Weathered Zone
22452,1,2,1,Weathered Zone
22453,1,2,1,Weathered Zone
22454,1,2,1,Weathered Zone
22455,1,2,1,Weathered Zone
22456,1,2,1,Weathered Zone
22457,1,2,1,Weathered Zone
22458,1,2,1,Weathered Zone
22459,1,2,1,Weathered Zone
22460,1,2,1,Weathered Zone
22461,1,2,1,Weathered Zone
22462,1,2,1,Weathered Zone
22463,1,2,1,Weathered Zone
22464,1,2,1,Weathered Zone
22465,1,2,1,Weathered Zone
22466,1,2,1,Weathered Zone
22467,1,2,1,Weathered Zone
22468,1,2,1,Weathered Zone
22469,1,2,1,Weathered Zone
22470,1,2,1,Weathered Zone
22471,1,2,1,Weathered Zone
22472,1,2,1,Weathered Zone
22473,1,2,1,Weathered Zone
22474,1,2,1,Weathered Zone
22475,1,2,1,Weathered Zone
22476,1,2,1,Weathered Zone
22477,1,2,1,Weathered Zone
22478,1,2,1,Weathered Zone
22479,1,2,1,Weathered Zone
22480,1,2,1,Weathered Zone
22481,1,2,1,Weathered Zone
22482,1,2,1,Weathered Zone
22483,1,2,1,Weathered Zone
22484,1,2,1,Weathered Zone
22485,1,2,1,Weathered Zone
22486,1,2,1,Weathered Zone
22487,1,2,1,Weathered Zone
22488,1,2,1,Weathered Zone
22489,1,2,1,Weathered Zone
22490,1,2,1,Weathered Zone
22491,1,2,1,Weathered Zone
22492,1,2,1,Weathered Zone
22493,1,2,1,Weathered Zone
22494,1,2,1,Weathered Zone
22495,1,2,1,Weathered Zone
22496,1,2,1,Weathered Zone
22497,1,2,1,Weathered Zone
22498,1,2,1,Weathered Zone
22499,1,2,1,Weathered Zone
22500,1,2,1,Weathered Zone
22501,1,2,1,Weathered Zone
22502,1,2,1,Weathered Zone
22503,1,2,1,Weathered Zone
22504,1,2,1,Weathered Zone
22505,1,1,1,Fractured zone
22506,1,1,1,Fractured zone
22507,1,1,1,Fractured zone
22508,1,1,1,Fractured zone
22509,1,1,1,Fractured zone
22510,1,2,1,Weathered Zone
22511,1,2,1,Weathered Zone
22512,1,2,1,Weathered Zone
22513,1,2,1,Weathered Zone
22514,1,2,1,Weathered Zone
22515,1,2,1,Weathered Zone
22516,1,2,1,Weathered Zone
22517,1,2,1,Weathered Zone
22518,1,2,1,Weathered Zone
22519,1,2,1,Weathered Zone
22520,1,2,1,Weathered Zone
22521,1,2,1,Weathered Zone
22522,1,2,1,Weathered Zone
22523,1,2,1,Weathered Zone
22524,1,2,1,Weathered Zone
22525,1,2,1,Weathered Zone
22594,1,2,1,Weathered Zone
22595,1,2,1,Weathered Zone
22596,1,2,1,Weathered Zone
22597,1,2,1,Weathered Zone
22598,1,2,1,Weathered Zone
22599,1,2,1,Weathered Zone
22600,1,2,1,Weathered Zone
22601,1,2,1,Weathered Zone
22602,1,2,1,Weathered Zone
22603,1,2,1,Weathered Zone
22604,1,2,1,Weathered Zone
22605,1,2,1,Weathered Zone
22606,1,2,1,Weathered Zone
22607,1,3,1,Alluvium
22608,1,2,1,Weathered Zone
22609,1,2,1,Weathered Zone
22610,1,2,1,Weathered Zone
22611,1,2,1,Weathered Zone
22612,1,2,1,Weathered Zone
22613,1,2,1,Weathered Zone
22614,1,2,1,Weathered Zone
22615,1,2,1,Weathered Zone
22616,1,2,1,Weathered Zone
22617,1,2,1,Weathered Zone
22618,1,2,1,Weathered Zone
22619,1,2,1,Weathered Zone
22620,1,2,1,Weathered Zone
22621,1,2,1,Weathered Zone
22622,1,2,1,Weathered Zone
22623,1,2,1,Weathered Zone
22624,1,2,1,Weathered Zone
22625,1,2,1,Weathered Zone
22626,1,2,1,Weathered Zone
22627,1,2,1,Weathered Zone
22628,1,2,1,Weathered Zone
22629,1,2,1,Weathered Zone
22630,1,2,1,Weathered Zone
22631,1,2,1,Weathered Zone
22632,1,2,1,Weathered Zone
22633,1,2,1,Weathered Zone
22634,1,2,1,Weathered Zone
22635,1,2,1,Weathered Zone
22636,1,2,1,Weathered Zone
22637,1,2,1,Weathered Zone
22638,1,2,1,Weathered Zone
22639,1,2,1,Weathered Zone
22640,1,2,1,Weathered Zone
22641,1,2,1,Weathered Zone
22642,1,2,1,Weathered Zone
22643,1,2,1,Weathered Zone
22644,1,2,1,Weathered Zone
22645,1,2,1,Weathered Zone
22646,1,2,1,Weathered Zone
22647,1,2,1,Weathered Zone
22648,1,2,1,Weathered Zone
22649,1,2,1,Weathered Zone
22650,1,2,1,Weathered Zone
22651,1,2,1,Weathered Zone
22652,1,2,1,Weathered Zone
22653,1,2,1,Weathered Zone
22654,1,2,1,Weathered Zone
22655,1,2,1,Weathered Zone
22656,1,2,1,Weathered Zone
22657,1,2,1,Weathered Zone
22658,1,2,1,Weathered Zone
22659,1,2,1,Weathered Zone
22660,1,2,1,Weathered Zone
22661,1,2,1,Weathered Zone
22662,1,2,1,Weathered Zone
22663,1,2,1,Weathered Zone
22664,1,2,1,Weathered Zone
22665,1,2,1,Weathered Zone
22666,1,2,1,Weathered Zone
22667,1,2,1,Weathered Zone
22668,1,2,1,Weathered Zone
22669,1,2,1,Weathered Zone
22670,1,2,1,Weathered Zone
22671,1,1,1,Fractured zone
22672,1,1,1,Fractured zone
22673,1,1,1,Fractured zone
22674,1,1,1,Fractured zone
22675,1,1,1,Fractured zone
22676,1,2,1,Weathered Zone
22677,1,2,1,Weathered Zone
22678,1,2,1,Weathered Zone
22679,1,2,1,Weathered Zone
22680,1,2,1,Weathered Zone
22681,1,2,1,Weathered Zone
22682,1,2,1,Weathered Zone
22683,1,2,1,Weathered Zone
22684,1,2,1,Weathered Zone
22685,1,2,1,Weathered Zone
22686,1,2,1,Weathered Zone
22687,1,2,1,Weathered Zone
22688,1,2,1,Weathered Zone
22689,1,2,1,Weathered Zone
22690,1,2,1,Weathered Zone
22759,1,2,1,Weathered Zone
22760,1,2,1,Weathered Zone
22761,1,2,1,Weathered Zone
22762,1,2,1,Weathered Zone
22763,1,2,1,Weathered Zone
22764,1,2,1,Weathered Zone
22765,1,2,1,Weathered Zone
22766,1,2,1,Weathered Zone
22767,1,2,1,Weathered Zone
22768,1,2,1,Weathered Zone
22769,1,2,1,Weathered Zone
22770,1,2,1,Weathered Zone
22771,1,2,1,Weathered Zone
22772,1,2,1,Weathered Zone
22773,1,2,1,Weathered Zone
22774,1,2,1,Weathered Zone
22775,1,2,1,Weathered Zone
22776,1,2,1,Weathered Zone
22777,1,2,1,Weathered Zone
22778,1,2,1,Weathered Zone
22779,1,2,1,Weathered Zone
22780,1,2,1,Weathered Zone
22781,1,2,1,Weathered Zone
22782,1,2,1,Weathered Zone
22783,1,2,1,Weathered Zone
22784,1,2,1,Weathered Zone
22785,1,2,1,Weathered Zone
22786,1,2,1,Weathered Zone
22787,1,2,1,Weathered Zone
22788,1,2,1,Weathered Zone
22789,1,2,1,Weathered Zone
22790,1,2,1,Weathered Zone
22791,1,2,1,Weathered Zone
22792,1,2,1,Weathered Zone
22793,1,2,1,Weathered Zone
22794,1,2,1,Weathered Zone
22795,1,2,1,Weathered Zone
22796,1,2,1,Weathered Zone
22797,1,2,1,Weathered Zone
22798,1,2,1,Weathered Zone
22799,1,2,1,Weathered Zone
22800,1,2,1,Weathered Zone
22801,1,2,1,Weathered Zone
22802,1,2,1,Weathered Zone
22803,1,2,1,Weathered Zone
22804,1,2,1,Weathered Zone
22805,1,2,1,Weathered Zone
22806,1,2,1,Weathered Zone
22807,1,2,1,Weathered Zone
22808,1,2,1,Weathered Zone
22809,1,2,1,Weathered Zone
22810,1,2,1,Weathered Zone
22811,1,2,1,Weathered Zone
22812,1,2,1,Weathered Zone
22813,1,2,1,Weathered Zone
22814,1,2,1,Weathered Zone
22815,1,2,1,Weathered Zone
22816,1,2,1,Weathered Zone
22817,1,2,1,Weathered Zone
22818,1,2,1,Weathered Zone
22819,1,2,1,Weathered Zone
22820,1,2,1,Weathered Zone
22821,1,2,1,Weathered Zone
22822,1,2,1,Weathered Zone
22823,1,2,1,Weathered Zone
22824,1,2,1,Weathered Zone
22825,1,2,1,Weathered Zone
22826,1,2,1,Weathered Zone
22827,1,2,1,Weathered Zone
22828,1,2,1,Weathered Zone
22829,1,2,1,Weathered Zone
22830,1,2,1,Weathered Zone
22831,1,2,1,Weathered Zone
22832,1,2,1,Weathered Zone
22833,1,2,1,Weathered Zone
22834,1,2,1,Weathered Zone
22835,1,2,1,Weathered Zone
22836,1,2,1,Weathered Zone
22837,1,2,1,Weathered Zone
22838,1,1,1,Fractured zone
22839,1,1,1,Fractured zone
22840,1,1,1,Fractured zone
22841,1,2,1,Weathered Zone
22842,1,2,1,Weathered Zone
22843,1,2,1,Weathered Zone
22844,1,2,1,Weathered Zone
22845,1,2,1,Weathered Zone
22846,1,2,1,Weathered Zone
22847,1,2,1,Weathered Zone
22848,1,2,1,Weathered Zone
22849,1,2,1,Weathered Zone
22850,1,2,1,Weathered Zone
22851,1,2,1,Weathered Zone
22852,1,2,1,Weathered Zone
22853,1,2,1,Weathered Zone
22854,1,1,1,Fractured zone
22855,1,1,1,Fractured zone
22925,1,2,1,Weathered Zone
22926,1,2,1,Weathered Zone
22927,1,2,1,Weathered Zone
22928,1,2,1,Weathered Zone
22929,1,2,1,Weathered Zone
22930,1,2,1,Weathered Zone
22931,1,2,1,Weathered Zone
22932,1,2,1,Weathered Zone
22933,1,2,1,Weathered Zone
22934,1,2,1,Weathered Zone
22935,1,2,1,Weathered Zone
22936,1,2,1,Weathered Zone
22937,1,2,1,Weathered Zone
22938,1,3,1,Alluvium
22939,1,2,1,Weathered Zone
22940,1,2,1,Weathered Zone
22941,1,2,1,Weathered Zone
22942,1,2,1,Weathered Zone
22943,1,2,1,Weathered Zone
22944,1,2,1,Weathered Zone
22945,1,2,1,Weathered Zone
22946,1,2,1,Weathered Zone
22947,1,2,1,Weathered Zone
22948,1,2,1,Weathered Zone
22949,1,2,1,Weathered Zone
22950,1,2,1,Weathered Zone
22951,1,2,1,Weathered Zone
22952,1,2,1,Weathered Zone
22953,1,2,1,Weathered Zone
22954,1,2,1,Weathered Zone
22955,1,2,1,Weathered Zone
22956,1,2,1,Weathered Zone
22957,1,2,1,Weathered Zone
22958,1,2,1,Weathered Zone
22959,1,2,1,Weathered Zone
22960,1,2,1,Weathered Zone
22961,1,2,1,Weathered Zone
22962,1,2,1,Weathered Zone
22963,1,2,1,Weathered Zone
22964,1,2,1,Weathered Zone
22965,1,2,1,Weathered Zone
22966,1,2,1,Weathered Zone
22967,1,2,1,Weathered Zone
22968,1,2,1,Weathered Zone
22969,1,2,1,Weathered Zone
22970,1,2,1,Weathered Zone
22971,1,2,1,Weathered Zone
22972,1,2,1,Weathered Zone
22973,1,2,1,Weathered Zone
22974,1,2,1,Weathered Zone
22975,1,2,1,Weathered Zone
22976,1,2,1,Weathered Zone
22977,1,2,1,Weathered Zone
22978,1,2,1,Weathered Zone
22979,1,2,1,Weathered Zone
22980,1,2,1,Weathered Zone
22981,1,2,1,Weathered Zone
22982,1,2,1,Weathered Zone
22983,1,2,1,Weathered Zone
22984,1,2,1,Weathered Zone
22985,1,2,1,Weathered Zone
22986,1,2,1,Weathered Zone
22987,1,2,1,Weathered Zone
22988,1,2,1,Weathered Zone
22989,1,2,1,Weathered Zone
22990,1,2,1,Weathered Zone
22991,1,2,1,Weathered Zone
22992,1,2,1,Weathered Zone
22993,1,2,1,Weathered Zone
22994,1,2,1,Weathered Zone
22995,1,2,1,Weathered Zone
22996,1,2,1,Weathered Zone
22997,1,2,1,Weathered Zone
22998,1,2,1,Weathered Zone
22999,1,2,1,Weathered Zone
23000,1,2,1,Weathered Zone
23001,1,2,1,Weathered Zone
23002,1,2,1,Weathered Zone
23003,1,2,1,Weathered Zone
23004,1,1,1,Fractured zone
23005,1,1,1,Fractured zone
23006,1,2,1,Weathered Zone
23007,1,2,1,Weathered Zone
23008,1,2,1,Weathered Zone
23009,1,2,1,Weathered Zone
23010,1,2,1,Weathered Zone
23011,1,2,1,Weathered Zone
23012,1,2,1,Weathered Zone
23013,1,2,1,Weathered Zone
23014,1,2,1,Weathered Zone
23015,1,2,1,Weathered Zone
23016,1,2,1,Weathered Zone
23017,1,2,1,Weathered Zone
23018,1,2,1,Weathered Zone
23019,1,1,1,Fractured zone
23020,1,1,1,Fractured zone
23021,1,1,1,Fractured zone
23022,1,1,1,Fractured zone
23091,1,2,1,Weathered Zone
23092,1,2,1,Weathered Zone
23093,1,2,1,Weathered Zone
23094,1,2,1,Weathered Zone
23095,1,2,1,Weathered Zone
23096,1,2,1,Weathered Zone
23097,1,2,1,Weathered Zone
23098,1,2,1,Weathered Zone
23099,1,2,1,Weathered Zone
23100,1,2,1,Weathered Zone
23101,1,2,1,Weathered Zone
23102,1,2,1,Weathered Zone
23103,1,3,1,Alluvium
23104,1,2,1,Weathered Zone
23105,1,2,1,Weathered Zone
23106,1,2,1,Weathered Zone
23107,1,2,1,Weathered Zone
23108,1,2,1,Weathered Zone
23109,1,2,1,Weathered Zone
23110,1,2,1,Weathered Zone
23111,1,2,1,Weathered Zone
23112,1,2,1,Weathered Zone
23113,1,2,1,Weathered Zone
23114,1,2,1,Weathered Zone
23115,1,2,1,Weathered Zone
23116,1,2,1,Weathered Zone
23117,1,2,1,Weathered Zone
23118,1,2,1,Weathered Zone
23119,1,2,1,Weathered Zone
23120,1,2,1,Weathered Zone
23121,1,2,1,Weathered Zone
23122,1,2,1,Weathered Zone
23123,1,2,1,Weathered Zone
23124,1,2,1,Weathered Zone
23125,1,2,1,Weathered Zone
23126,1,2,1,Weathered Zone
23127,1,2,1,Weathered Zone
23128,1,2,1,Weathered Zone
23129,1,2,1,Weathered Zone
23130,1,2,1,Weathered Zone
23131,1,2,1,Weathered Zone
23132,1,2,1,Weathered Zone
23133,1,2,1,Weathered Zone
23134,1,2,1,Weathered Zone
23135,1,2,1,Weathered Zone
23136,1,2,1,Weathered Zone
23137,1,2,1,Weathered Zone
23138,1,2,1,Weathered Zone
23139,1,2,1,Weathered Zone
23140,1,2,1,Weathered Zone
23141,1,2,1,Weathered Zone
23142,1,2,1,Weathered Zone
23143,1,2,1,Weathered Zone
23144,1,2,1,Weathered Zone
23145,1,2,1,Weathered Zone
23146,1,2,1,Weathered Zone
23147,1,2,1,Weathered Zone
23148,1,2,1,Weathered Zone
23149,1,2,1,Weathered Zone
23150,1,2,1,Weathered Zone
23151,1,2,1,Weathered Zone
23152,1,2,1,Weathered Zone
23153,1,2,1,Weathered Zone
23154,1,2,1,Weathered Zone
23155,1,2,1,Weathered Zone
23156,1,2,1,Weathered Zone
23157,1,2,1,Weathered Zone
23158,1,2,1,Weathered Zone
23159,1,1,1,Fractured zone
23160,1,1,1,Fractured zone
23161,1,2,1,Weathered Zone
23162,1,2,1,Weathered Zone
23163,1,2,1,Weathered Zone
23164,1,2,1,Weathered Zone
23165,1,2,1,Weathered Zone
23166,1,2,1,Weathered Zone
23167,1,2,1,Weathered Zone
23168,1,2,1,Weathered Zone
23169,1,2,1,Weathered Zone
23170,1,2,1,Weathered Zone
23171,1,2,1,Weathered Zone
23172,1,2,1,Weathered Zone
23173,1,2,1,Weathered Zone
23174,1,2,1,Weathered Zone
23175,1,2,1,Weathered Zone
23176,1,2,1,Weathered Zone
23177,1,2,1,Weathered Zone
23178,1,2,1,Weathered Zone
23179,1,2,1,Weathered Zone
23180,1,2,1,Weathered Zone
